Carat Weight,Color,Clarity,Depth,Table,Cut,Report,Price
1.01,E,SI1,62.8,58,Excellent,GIA,5543
1.01,H,VS1,60.6,59,Excellent,GIA,5543
1.01,G,VS2,62.8,58,Excellent,GIA,5543
1.26,K,SI1,62.1,59,Very Good,GIA,5544
1.12,J,IF,58.3,62,Very Good,GIA,5544
1,H,VS1,62.5,61,Very Good,GIA,5544
1.4,K,SI1,60.4,57,Very Good,GIA,5544
1.4,K,VS1,58.8,63,Good,GIA,5544
1,H,VS1,58.4,60,Very Good,GIA,5544
1.52,I,SI2,58,60,Good,GIA,5545
1.37,I,SI2,62.8,58,Very Good,GIA,5546
1.16,K,IF,62.2,61,Good,GIA,5547
1.23,K,VS2,59.6,59,Very Good,GIA,5547
1.15,I,VS1,62.8,58,Excellent,GIA,5547
1.17,E,SI2,62.6,59,Very Good,GIA,5548
1.06,G,SI1,61.3,58,Excellent,GIA,5548
1.22,G,SI2,60.8,55,Very Good,GIA,5548
1.2,J,VS2,62.6,59,Excellent,GIA,5548
0.9,G,VVS1,62.3,56,Excellent,GIA,5661
0.9,E,VS1,61.1,58,Excellent,GIA,5661
0.9,E,VS1,62.2,57,Very Good,GIA,5661
1.08,G,SI1,62.3,57,Excellent,GIA,5662
1.12,G,SI1,61.6,56,Excellent,AGS,5662
1.2,I,VS2,60.7,59,Excellent,GIA,5663
1.17,H,SI1,62.2,57,Excellent,GIA,5663
1.25,K,VVS2,62.2,58,Very Good,GIA,5663
1.16,G,SI1,60,62,Good,GIA,5665
1.01,H,SI2,60.8,59,Excellent,GIA,5666
1.01,E,SI1,62.7,60,Very Good,GIA,5666
1.27,I,SI1,62,57,Excellent,GIA,5666
1.24,H,SI2,62.1,58,Very Good,GIA,5666
1.15,I,VS2,63,56,Excellent,GIA,5667
1.21,H,SI2,61.8,58,Excellent,GIA,5667
1.28,J,SI1,62.4,57,Excellent,GIA,5668
1.33,J,VS2,62.2,58,Excellent,GIA,5669
1.01,D,SI1,63.4,56,Very Good,GIA,5669
1.13,J,IF,61,56,Ideal,GIA,5669
1.1,I,VS1,61,55,Excellent,AGS,5670
1.02,D,SI2,61.3,58,Excellent,GIA,5671
0.81,D,VVS2,61.9,57,Ideal,GIA,5671
1.01,F,SI1,59.7,58,Very Good,GIA,5672
1.1,H,SI1,60.8,58,Excellent,GIA,5673
1.5,J,SI2,63.6,58,Very Good,GIA,5673
1.01,D,SI2,60,59,Excellent,GIA,5801
1.08,J,VVS2,62,57,Excellent,GIA,5801
1.16,F,SI2,61.5,56,Excellent,GIA,5802
1.34,J,VS2,62.4,58,Very Good,GIA,5802
1.06,H,VS2,61.8,59,Excellent,GIA,5803
1.11,I,VS2,61.3,58,Excellent,GIA,5803
1.44,J,SI2,62.4,60,Very Good,GIA,5804
1.35,I,SI2,61.7,58,Excellent,GIA,5806
1.5,K,VS2,62.7,58,Very Good,GIA,5806
1.01,H,VS1,61.4,58,Excellent,GIA,5807
1.2,G,SI2,60.2,60,Very Good,GIA,5807
1.2,G,SI2,61.3,58,Excellent,GIA,5807
1.2,H,SI1,61.9,54,Excellent,GIA,5809
1.63,K,SI2,59.7,60,Excellent,GIA,5809
1.1,G,SI1,61.9,56,Excellent,GIA,5810
1.25,I,SI1,62.4,58,Very Good,GIA,5810
1.01,I,VS1,62.5,58,Excellent,GIA,5810
1.03,G,SI1,60.4,58,Excellent,GIA,5811
1.28,J,VS2,62.8,57,Excellent,GIA,5812
1,E,SI1,62.6,57,Excellent,GIA,5815
1.24,G,SI2,61.9,60,Excellent,GIA,5815
1.33,J,VS1,61.4,60,Very Good,GIA,5815
1.34,I,SI2,61.5,61,Very Good,GIA,5816
1.22,H,SI2,60.7,57,Ideal,GIA,5816
1.13,H,SI1,61.5,58,Excellent,GIA,5817
1.38,J,SI1,59,59,Excellent,GIA,5935
1.23,J,VS1,62.2,57,Excellent,GIA,5936
0.76,D,VVS1,60.4,57,Ideal,GIA,5938
0.84,D,VVS2,60.5,58,Excellent,GIA,5938
1.07,J,VVS2,61.8,57,Ideal,GIA,5938
1.01,G,VS2,63.3,56,Very Good,GIA,5939
1.24,J,VVS2,61.8,57,Very Good,GIA,5940
1.06,E,SI1,60.2,61,Very Good,GIA,5941
1,H,VS2,62.3,59,Excellent,GIA,5941
1.35,I,SI2,62.3,59,Very Good,GIA,5943
0.81,D,VVS2,60.6,59,Excellent,GIA,5944
1.13,G,SI1,62.5,58,Very Good,GIA,5945
1.23,G,SI2,56.4,64,Good,GIA,5945
1.55,K,SI1,60.1,61,Very Good,GIA,5946
0.9,F,VVS2,62.2,57,Excellent,GIA,5946
1.08,F,SI1,59.4,59,Very Good,GIA,5946
1.32,I,SI1,61.5,58,Excellent,GIA,5946
1.06,H,SI2,60.9,58,Excellent,GIA,5947
1.17,F,SI1,62.2,60,Very Good,GIA,5947
0.99,D,SI1,60.5,58,Excellent,GIA,5948
1.04,F,SI1,62.3,55,Excellent,AGS,5949
1.03,E,SI1,62.8,55,Very Good,GIA,5949
1.26,J,VS1,62.2,57,Very Good,GIA,5950
1.25,J,VS1,62.4,56,Excellent,GIA,5950
1.2,H,SI1,60.4,60,Excellent,GIA,5951
1.25,I,VS2,62.1,56,Excellent,GIA,5982
1.11,H,VS1,59.4,60,Excellent,GIA,5983
1.05,H,VS1,61,57,Excellent,GIA,5983
1.04,E,SI1,61.3,56,Ideal,GIA,5983
1,H,VS2,62.3,57,Excellent,GIA,5985
1.01,H,VS2,62.3,58,Excellent,GIA,5986
1.23,I,VS1,63,57,Very Good,GIA,5987
1.23,K,VVS1,62.5,58,Excellent,GIA,5987
1.43,J,SI1,61.9,58,Excellent,GIA,5987
1.2,H,VS2,62.2,60,Good,GIA,5988
1.27,K,VVS2,60.5,63,Very Good,GIA,5988
1.01,H,VS1,62.7,59,Very Good,GIA,5988
1.01,H,VS1,62.3,58,Excellent,GIA,5988
1.01,E,SI1,61.4,60,Excellent,GIA,5989
1.01,E,SI1,61.8,58,Excellent,GIA,5989
1.01,E,SI1,60.9,60,Excellent,GIA,5989
1.01,E,SI1,62.7,58,Excellent,GIA,5989
1.01,D,SI1,63.6,55,Very Good,GIA,5991
1.3,J,IF,57.8,62,Good,GIA,5994
1.13,J,VVS2,62.3,57,Excellent,GIA,5994
1.01,H,VVS1,63.1,59,Very Good,GIA,5994
1.07,G,SI1,60.6,59,Excellent,GIA,5994
1.02,G,VS1,62.2,62,Good,GIA,5995
1.33,J,SI1,61.2,58,Excellent,GIA,5997
1.2,I,VS1,62.9,58,Very Good,GIA,5997
1.01,G,VS2,61.9,58,Excellent,GIA,6002
1.01,E,SI1,62.6,57,Very Good,GIA,6003
0.85,D,VVS2,62.5,57,Excellent,GIA,6003
1.3,I,SI1,62.2,58,Very Good,GIA,6003
0.82,D,VVS2,62.1,56,Excellent,GIA,6004
1.47,I,SI2,63.6,59,Good,GIA,6005
0.8,D,VVS1,62.7,55,Excellent,GIA,6005
1.2,I,VS1,61.4,59,Excellent,GIA,6006
1.2,F,SI1,61.7,63,Good,GIA,6006
1.2,H,SI1,63.3,57,Very Good,GIA,6006
1.4,I,SI1,62.5,57,Very Good,GIA,6006
1,H,VS1,62,59,Excellent,GIA,6006
1.22,H,SI1,62,56,Excellent,GIA,6007
1.23,I,VS2,59.2,59,Excellent,GIA,6007
1.52,J,SI2,62.3,57,Excellent,GIA,6009
1.01,H,VS1,61.7,59,Excellent,GIA,6010
1.12,G,SI1,61.1,57,Ideal,GIA,6012
1,F,SI1,61.1,59,Very Good,GIA,6012
1.04,G,VS2,62.2,55,Very Good,GIA,6013
1.2,E,SI2,59.4,59,Very Good,GIA,6013
1.02,I,VVS2,60.7,56,Ideal,GIA,6014
1.01,I,VVS1,63.7,56,Very Good,GIA,6015
1.21,H,SI1,62.8,56,Excellent,GIA,6016
1.2,G,SI2,62.2,57,Excellent,GIA,6017
1.26,I,SI1,62.2,55,Excellent,GIA,6017
1.04,H,SI1,63.8,59,Very Good,GIA,6152
0.85,F,IF,62,56,Excellent,GIA,6153
1.23,H,SI2,61.2,57,Ideal,GIA,6154
1.26,I,VS2,59.3,61,Very Good,GIA,6154
1.11,H,VS1,59,59,Excellent,GIA,6154
1.51,I,SI2,63.6,60,Good,GIA,6154
1.51,K,VS1,63.2,58,Very Good,GIA,6154
1.51,K,VS1,63.2,61,Good,GIA,6154
1.4,I,SI2,63.4,60,Good,GIA,6154
1.3,K,IF,63.1,57,Very Good,GIA,6155
1.01,F,SI1,62.5,57,Excellent,GIA,6155
1.5,J,SI1,62.9,58,Very Good,GIA,6155
1.35,K,VVS2,62.1,57,Excellent,GIA,6156
1.22,E,SI2,61.7,58,Excellent,GIA,6157
1.23,I,VS2,61.8,57,Ideal,GIA,6158
1.2,H,SI1,61.4,56,Ideal,GIA,6158
1,D,SI1,62.1,55,Excellent,GIA,6158
1,F,VS2,61.9,59,Very Good,GIA,6160
1,F,SI1,63.3,56,Very Good,GIA,6160
1.01,E,SI1,61.8,56,Ideal,GIA,6161
1.3,H,SI2,59.1,60,Very Good,GIA,6163
1.34,K,VVS1,62.3,57,Good,GIA,6164
1.03,H,VS2,60,59,Excellent,GIA,6165
1.01,G,VS2,61.6,59,Very Good,GIA,6165
1.17,E,SI2,59.5,62,Very Good,GIA,6165
1.42,J,SI1,59.6,61,Very Good,GIA,6322
1.24,H,SI1,62.4,55,Excellent,GIA,6322
1.1,G,SI1,62.9,55,Excellent,GIA,6322
1.21,E,SI2,61.9,58,Very Good,GIA,6322
1.21,H,VS2,62.2,56,Excellent,GIA,6322
1.31,H,SI1,60.2,60,Very Good,GIA,6323
1.05,G,VS2,60.6,60,Very Good,GIA,6324
0.93,F,VVS2,60.2,60,Excellent,GIA,6325
1.01,G,VS2,60.8,57,Ideal,GIA,6326
1.01,G,VS2,61.2,58,Excellent,GIA,6326
1.24,I,SI1,62.3,57,Excellent,GIA,6328
1.7,K,SI2,62.4,60,Very Good,GIA,6329
0.85,E,VVS1,62.7,56,Very Good,GIA,6332
1.4,J,SI1,62.9,56,Very Good,GIA,6333
1.01,F,VS1,63.4,62,Good,GIA,6333
1.01,F,VS1,58.8,61,Good,GIA,6333
1.02,F,SI1,61.2,57,Ideal,GIA,6333
1.29,F,SI2,61.7,54,Excellent,GIA,6334
1,F,VS2,62.7,54,Very Good,GIA,6335
1,F,VS2,59.5,61,Very Good,GIA,6336
1.04,H,VS1,59.9,62,Very Good,GIA,6337
1.15,G,SI1,61.4,57,Ideal,GIA,6337
1.29,H,SI1,62.1,57,Excellent,GIA,6337
1.2,D,SI2,61.8,58,Very Good,GIA,6338
1.3,J,VS2,61.5,58,Excellent,GIA,6339
1.28,J,VS1,62.2,56,Excellent,GIA,6507
1.27,D,SI2,62.1,59,Excellent,GIA,6507
1.45,J,VS2,62.7,58,Very Good,GIA,6508
1.02,E,SI1,61.9,55,Excellent,AGS,6508
1.31,G,SI2,62,58,Very Good,GIA,6508
0.95,E,VS1,61.7,57,Ideal,GIA,6509
0.95,H,IF,60.5,57,Ideal,GIA,6509
0.9,D,VS1,61,56,Ideal,GIA,6510
1.22,E,SI2,60.2,59,Excellent,GIA,6513
1.3,J,VVS2,61.8,58,Very Good,GIA,6516
1.29,F,SI2,62.4,56,Excellent,GIA,6516
1.05,G,VS2,62.1,56,Excellent,GIA,6517
1.4,I,SI2,59.7,60,Very Good,GIA,6517
1.4,I,SI2,61.3,55,Excellent,GIA,6517
1.63,K,VS2,60.6,59,Excellent,GIA,6517
1,I,VVS2,59.2,60,Very Good,GIA,6518
1.3,G,SI2,62.4,57,Excellent,GIA,6518
1,G,VS1,62.5,56,Very Good,GIA,6521
1,G,VS1,63.5,55,Very Good,GIA,6521
1.33,I,SI1,62.1,57,Excellent,GIA,6522
1.21,H,VS2,62.3,55,Excellent,GIA,6522
1.34,H,SI2,59.7,58,Excellent,GIA,6522
1.3,F,SI2,60.4,58,Very Good,GIA,6523
1.04,I,VVS2,61.4,57,Excellent,GIA,6523
1.2,H,SI1,61.2,58,Excellent,GIA,6524
1.4,I,SI1,63.3,58,Very Good,GIA,6694
0.9,E,VVS2,62.9,57,Very Good,GIA,6695
0.9,E,VVS2,62.2,56,Excellent,GIA,6695
1.07,D,SI1,60,59,Excellent,GIA,6696
1.51,J,SI1,61.7,57,Very Good,GIA,6699
1.51,J,SI2,62.9,59,Very Good,GIA,6699
1.51,K,VS1,60.7,60,Very Good,GIA,6699
1.21,H,VS2,61.7,54,Very Good,GIA,6700
1.24,G,SI1,59.8,60,Excellent,GIA,6701
1.29,J,VVS2,62.5,57,Excellent,GIA,6702
1.37,I,SI1,61.5,58,Excellent,GIA,6702
0.95,G,IF,59.2,60,Excellent,AGS,6703
1.06,G,VS2,61.6,56,Excellent,GIA,6704
1.49,J,SI2,62.7,55,Excellent,GIA,6704
1.27,J,VS2,59.7,61,Excellent,GIA,6706
1.23,H,VS2,62.3,57,Excellent,GIA,6706
0.91,G,VVS1,61.8,56,Ideal,GIA,6707
1.52,J,VS2,62.6,59,Very Good,GIA,6708
1.34,I,VS2,61.7,60,Excellent,GIA,6708
1.21,H,VS2,63.2,58,Very Good,GIA,6708
1.21,H,VS2,60.5,60,Excellent,GIA,6708
1.22,I,VS2,61.8,61,Very Good,GIA,6710
1.26,E,SI2,59.6,58,Excellent,GIA,6712
1.56,K,VS2,62.4,56,Excellent,GIA,6712
1.13,D,SI1,60.5,59,Excellent,GIA,6714
1.2,H,SI1,62.4,57,Excellent,GIA,6873
1.4,G,SI2,62.5,55,Very Good,GIA,6875
1.4,J,VS1,62.3,57,Excellent,GIA,6875
1.08,G,VS2,62,56,Excellent,GIA,6875
1.21,H,VS2,60.3,59,Excellent,GIA,6876
1.23,I,VVS2,62.1,55,Excellent,AGS,6876
1.6,K,VS1,62.7,58,Very Good,GIA,6877
1.4,H,SI2,62.7,57,Very Good,GIA,6877
1.29,I,VS1,61.1,60,Excellent,GIA,6880
1.38,G,SI2,60.1,60,Very Good,GIA,6881
1.35,H,SI1,60.7,59,Excellent,GIA,6883
1,G,VS2,64,57,Very Good,GIA,6884
0.9,E,VVS2,62.3,60,Very Good,GIA,6884
1.37,J,VVS2,61.4,57,Ideal,GIA,6886
1.51,I,SI2,63.4,59,Very Good,GIA,6886
1.27,H,SI1,60.7,58,Excellent,GIA,6887
1,G,VS1,61.1,59,Good,GIA,6888
1,G,VS1,60.5,60,Very Good,GIA,6888
1.11,E,SI1,62,57,Excellent,GIA,6891
1.51,J,SI1,62.8,60,Very Good,GIA,6892
1.22,G,SI1,62,58,Excellent,GIA,6893
1.5,J,VS1,61.8,60,Excellent,GIA,6894
1.32,F,SI1,61.7,58,Excellent,GIA,6894
1.26,I,VVS1,62.5,59,Very Good,GIA,6897
1.32,H,SI1,62.6,59,Very Good,GIA,6897
1.2,D,SI2,60.2,59,Excellent,GIA,6969
1.01,F,VS2,62.3,57,Very Good,GIA,6969
1.22,F,SI1,59.6,59,Excellent,GIA,6972
1.3,I,VS1,62.5,56,Excellent,GIA,6976
1.11,I,VVS2,61.6,59,Excellent,GIA,6976
1.51,I,SI2,62.6,57,Very Good,GIA,6976
1.51,I,SI2,62,59,Excellent,GIA,6976
1.1,I,VVS2,62.5,57,Excellent,GIA,6977
1.11,H,VS2,62.9,55,Very Good,GIA,6978
1.22,I,VS2,62.4,55,Excellent,AGS,6978
1.04,G,SI1,62.3,57,Excellent,GIA,6978
1.02,H,VS1,62.4,57,Excellent,GIA,6983
1.3,E,SI2,62.9,57,Very Good,GIA,6986
1.16,G,VS2,61.7,59,Excellent,GIA,6986
1.34,G,SI1,63,57,Very Good,GIA,6987
1.21,H,VS1,61.7,59,Very Good,GIA,6988
1.11,D,SI1,63.7,55,Very Good,GIA,6988
1.01,E,VS2,60.3,56,Very Good,GIA,6988
1.01,E,VS2,61.2,61,Very Good,GIA,6988
1.15,E,SI1,62.2,59,Excellent,GIA,6990
1.5,J,SI1,63.8,60,Very Good,GIA,6990
1,F,VS2,59.9,59,Excellent,GIA,6990
1.55,J,SI2,61.6,57,Excellent,GIA,6990
1.01,E,VS2,61.6,56,Very Good,GIA,6992
1.41,E,SI2,57.7,63,Good,GIA,6992
0.96,G,VVS1,61.3,58,Excellent,GIA,6993
0.91,F,VVS1,60.5,58,Excellent,GIA,6993
1.36,F,SI2,62.2,58,Very Good,GIA,6994
1.29,H,SI1,63.1,59,Very Good,GIA,6994
1.21,G,SI1,61.9,57,Ideal,GIA,6994
1.02,F,VS2,62.7,56,Excellent,GIA,6995
1.58,J,VS2,60.5,58,Excellent,GIA,6995
1.01,F,VS2,61.4,58,Very Good,GIA,6996
1.54,J,VS2,62.2,56,Excellent,GIA,6996
1.07,F,VS2,61.8,56,Excellent,GIA,6998
1.16,J,VVS1,62.1,57,Excellent,GIA,6999
1,H,VS1,60.5,60,Very Good,GIA,7000
1.3,D,SI2,60.2,59,Very Good,GIA,7001
1.2,I,VS1,61.9,59,Excellent,GIA,7002
1.24,H,SI1,61.4,57,Ideal,GIA,7002
1.01,G,VS2,63,60,Very Good,GIA,7004
0.9,F,VVS1,64,57,Very Good,GIA,7005
1.25,H,VS2,60.3,58,Very Good,GIA,7006
1.36,F,SI1,63.8,58,Very Good,GIA,7007
1.07,G,VS2,63,56,Excellent,GIA,7007
1.07,G,VS2,62.8,56,Excellent,GIA,7007
1.13,I,VVS2,60.8,58,Excellent,GIA,7007
1.3,J,VVS1,62.1,54,Excellent,GIA,7009
1.18,F,SI1,61.6,58,Excellent,GIA,7010
1.14,F,VS2,62,60,Very Good,GIA,7010
1.01,G,VS2,62.1,55,Excellent,GIA,7010
1.01,F,VS2,59.4,60,Very Good,GIA,7010
1.36,F,SI2,61.3,58,Excellent,GIA,7011
1,E,VS2,63.2,58,Very Good,GIA,7012
1,E,VS2,62.7,56,Good,GIA,7012
1.5,J,SI1,63.7,57,Very Good,GIA,7014
1.01,G,VS1,62.2,55,Excellent,GIA,7015
1.01,G,VS1,60.8,58,Excellent,GIA,7015
1,D,SI1,62.1,55,Excellent,GIA,7015
1,G,VS2,61.2,59,Excellent,GIA,7015
1.23,G,SI1,62.5,59,Excellent,GIA,7015
1.51,J,VS1,63.5,60,Very Good,GIA,7018
1.01,E,VS2,62.8,58,Excellent,GIA,7166
1.45,I,SI1,62.1,58,Very Good,GIA,7166
1.19,G,VS2,61.2,59,Excellent,GIA,7167
1.04,I,IF,60.8,57,Ideal,GIA,7167
1.52,G,SI2,63.6,59,Very Good,GIA,7170
1.59,J,SI2,62.7,57,Excellent,GIA,7171
1.2,E,SI1,62,59,Very Good,GIA,7172
1.42,J,VS1,62.8,59,Excellent,GIA,7172
1.51,J,VS2,62.2,56,Excellent,GIA,7172
1.16,G,VS2,62.7,54,Excellent,GIA,7172
1.4,F,SI2,63.4,59,Very Good,GIA,7174
1.33,H,SI1,61.2,58,Excellent,GIA,7174
1.17,G,VS2,62.5,55,Excellent,GIA,7174
1.25,I,VVS2,62,57,Excellent,GIA,7175
1.32,H,SI1,62.1,57,Excellent,GIA,7177
1.32,H,SI1,61.2,57,Very Good,GIA,7177
1.27,I,VS1,60,56,Very Good,GIA,7177
1.01,H,VS1,61.7,57,Ideal,GIA,7177
1.5,K,VVS2,58.4,58,Good,GIA,7178
1.58,J,VS2,62.3,60,Very Good,GIA,7178
1.09,G,VS1,63.3,59,Very Good,GIA,7178
1.21,F,SI1,61.1,59,Excellent,GIA,7181
1.5,J,SI1,60.6,60,Excellent,GIA,7182
1.5,I,SI2,62.5,60,Very Good,GIA,7182
1.25,I,VVS2,61.2,59,Excellent,GIA,7182
1.22,E,SI1,62.4,56,Excellent,GIA,7377
1.01,F,VS2,62,57,Excellent,GIA,7377
1.02,G,VS2,61.5,55,Very Good,GIA,7377
1.31,J,VVS1,60.7,56,Excellent,GIA,7378
1.25,G,SI1,61.7,57,Very Good,GIA,7381
1.25,J,VVS1,61.7,56,Ideal,GIA,7381
1.51,J,SI1,60.5,59,Excellent,GIA,7385
1.21,G,VS2,62.7,59,Excellent,GIA,7386
1.28,G,SI1,62.3,58,Excellent,GIA,7386
1.46,J,VS2,61.1,54,Good,GIA,7388
1.01,G,VVS2,63,58,Very Good,GIA,7388
1.01,G,VVS2,58,61,Very Good,GIA,7388
1.01,F,VS1,63.6,60,Very Good,GIA,7388
1.01,F,VS1,63.8,61,Good,GIA,7388
1.01,G,VVS2,63.1,57,Very Good,GIA,7388
1.01,F,VS1,63.6,56,Good,GIA,7388
0.95,E,VS1,62.4,58,Excellent,GIA,7388
1.3,H,SI1,62.5,58,Very Good,GIA,7389
1.77,J,SI2,62.6,59,Very Good,GIA,7390
1.13,F,VS2,62.7,56,Very Good,GIA,7390
1.13,F,VS2,60.6,58,Excellent,GIA,7390
1.13,F,VS2,62.4,60,Very Good,GIA,7390
1.18,G,VS2,62,57,Excellent,GIA,7391
1.05,F,VS2,61.8,55,Excellent,GIA,7392
1,F,VS1,63.3,55,Very Good,GIA,7392
1.02,G,VS1,60.8,58,Excellent,GIA,7609
0.9,D,VVS2,59.9,60,Very Good,GIA,7613
1.71,J,SI2,62,61,Very Good,GIA,7613
1.52,I,SI2,61.9,56,Ideal,GIA,7614
1.01,H,VVS2,62.3,56,Excellent,GIA,7615
1.79,K,SI2,59.7,57,Excellent,GIA,7620
1.55,I,SI2,62.8,59,Very Good,GIA,7620
1.32,H,VS1,60.8,60,Excellent,GIA,7623
1.55,H,SI2,62.6,56,Excellent,GIA,7623
1.01,E,VS2,62.1,56,Excellent,GIA,7623
1.78,K,VS2,63.1,57,Very Good,GIA,7626
1,E,VS2,63.1,56,Very Good,GIA,7627
1.2,G,VS2,62.7,56,Very Good,GIA,7627
1.58,J,SI1,60.5,61,Excellent,GIA,7628
1,G,VVS1,61.3,62,Good,GIA,7629
1.2,E,SI1,63.2,56,Excellent,GIA,7630
1.02,F,VS2,61.3,57,Ideal,GIA,7630
1.01,G,VS1,62,56,Excellent,GIA,7630
0.9,F,VVS1,62.4,59,Excellent,GIA,7631
1.18,G,VS2,62.4,55,Excellent,GIA,7632
1.35,H,SI1,61.5,56,Excellent,GIA,7633
1.2,I,VVS1,61.9,55,Excellent,AGS,7634
1.04,G,VVS2,59.4,61,Very Good,GIA,7635
0.95,G,IF,59.9,59,Excellent,GIA,7636
1.35,H,SI1,62.1,56,Very Good,GIA,7636
1.2,G,VS2,63.8,55,Very Good,GIA,7856
0.96,G,IF,59.9,59,Excellent,GIA,7857
1.2,G,VS2,63,57,Very Good,GIA,7858
1.29,I,VVS1,61.8,56,Ideal,GIA,7858
1.36,H,SI1,61.6,55,Excellent,GIA,7860
1.65,J,SI1,62.2,54,Excellent,GIA,7863
1.28,H,VS1,61.9,55,Excellent,AGS,7863
1.01,G,VVS2,60.1,59,Good,GIA,7865
1.14,G,VS2,61,56,Excellent,GIA,7865
1.5,J,SI1,60.2,60,Very Good,GIA,7866
1,F,VS1,61.9,58,Excellent,GIA,7866
1.5,J,SI1,62.9,58,Very Good,GIA,7866
1.82,K,SI1,61.9,58,Excellent,GIA,7870
1.06,D,VS2,61.7,60,Very Good,GIA,7870
1.01,G,VS1,62,59,Excellent,GIA,7873
1,G,VVS2,61.6,58,Very Good,GIA,7874
1.51,J,VS2,62,56,Excellent,GIA,7875
1.32,H,VS2,61.6,59,Excellent,GIA,7876
1.59,I,SI2,62.3,57,Excellent,GIA,7876
1.5,H,SI2,60.9,57,Very Good,GIA,7880
1.53,G,SI2,64.2,56,Very Good,GIA,7880
1.1,G,VS1,61.4,55,Excellent,AGS,7880
1.23,G,VS2,62.2,57,Excellent,GIA,7881
1.01,H,VVS2,60.7,58,Excellent,GIA,7973
1.51,H,SI2,62.9,56,Very Good,GIA,7973
1.07,F,VS2,62.2,56,Excellent,GIA,7975
1.25,G,SI1,62,58,Excellent,GIA,7976
1.26,H,VS1,62.2,57,Very Good,GIA,7976
1.4,J,VVS1,62.7,56,Very Good,GIA,7977
1.23,H,VS1,61.9,58,Excellent,GIA,7977
1,G,VVS1,62.5,57,Excellent,GIA,7977
1.09,I,IF,62.2,56,Excellent,GIA,7977
1.09,I,IF,62.2,56,Excellent,GIA,7977
1.01,D,VS1,63.6,60,Very Good,GIA,7979
1,F,VS1,59.1,60,Very Good,GIA,7980
1.01,F,VS2,61.1,58,Excellent,GIA,7982
1.41,H,SI1,61.8,58,Excellent,GIA,7982
1.29,E,SI1,62.4,56,Excellent,GIA,7984
1.43,H,SI1,60.6,61,Very Good,GIA,7989
1.2,G,VS2,62.5,54,Excellent,GIA,7989
1.51,J,VS1,61.4,60,Very Good,GIA,7989
1.3,F,SI1,61.5,57,Excellent,GIA,7994
1.38,I,VS1,62,57,Excellent,GIA,7994
1.14,E,VS2,59.4,59,Very Good,GIA,7994
1.02,F,VS1,60.4,58,Excellent,GIA,7994
1.62,K,VS1,62.2,54,Excellent,GIA,7995
1.41,H,SI1,61.7,62,Very Good,GIA,7995
1.12,H,VS1,62.6,56,Excellent,GIA,7996
1.51,I,SI1,61.1,58,Very Good,GIA,8001
1.5,J,VS1,62.4,55,Excellent,GIA,8002
1.2,H,VVS2,62.3,56,Excellent,GIA,8003
1.16,G,VS2,60,60,Excellent,GIA,8003
1.07,E,VS2,60.3,59,Excellent,GIA,8004
1.02,H,IF,62.1,56,Excellent,GIA,8004
1.53,H,SI2,60.6,59,Excellent,GIA,8005
1.17,H,VS1,62.3,56,Excellent,GIA,8006
1.04,D,VS1,64,62,Good,GIA,8008
1.2,H,VS1,60.9,58,Excellent,GIA,8010
1.53,H,SI2,62.2,60,Very Good,GIA,8011
1.53,H,SI2,62.7,56,Excellent,GIA,8011
1.25,H,VS1,61.2,58,Excellent,GIA,8012
1.52,I,SI1,63.3,55,Very Good,GIA,8013
1.51,I,SI1,62.5,58,Very Good,GIA,8013
1.51,G,SI2,62,56,Excellent,GIA,8013
1.33,I,VS1,61.5,58,Excellent,GIA,8013
1.2,G,VS2,61.9,58,Very Good,GIA,8014
1.09,G,VS1,62.8,56,Excellent,GIA,8015
0.92,E,VVS1,61.6,56,Ideal,GIA,8015
0.92,E,VVS1,61.3,58,Excellent,GIA,8015
1.09,F,VS2,59.8,58,Excellent,GIA,8016
1.51,I,SI2,62.4,56,Excellent,GIA,8016
1.28,H,VVS2,60.7,58,Excellent,GIA,8017
1.26,F,SI1,60.7,58,Excellent,GIA,8018
1.66,I,SI2,61.3,55,Ideal,GIA,8199
1.01,D,VS2,60.5,61,Excellent,GIA,8199
1.01,D,VS2,61.1,58,Excellent,GIA,8199
1.31,I,IF,62.4,58,Excellent,GIA,8199
1.36,H,VS2,62.5,56,Very Good,GIA,8200
1.01,F,VS1,58.6,61,Very Good,GIA,8204
1.17,E,VS2,61.6,58,Excellent,GIA,8205
1.11,F,VS2,61.7,56,Ideal,GIA,8205
1.5,H,SI2,59.3,61,Excellent,GIA,8208
1,D,VS2,61.9,60,Excellent,GIA,8208
1.4,H,SI1,61,62,Very Good,GIA,8208
1.3,I,VVS2,58.9,58,Excellent,GIA,8210
1.2,G,VS2,62.4,58,Excellent,GIA,8212
1.6,J,VS1,60.9,57,Excellent,GIA,8219
1.55,I,SI1,63.5,57,Very Good,GIA,8223
1,F,VS1,62,57,Very Good,GIA,8225
1.04,F,VS1,62.2,58,Very Good,GIA,8225
1.1,F,VS2,62.8,60,Good,GIA,8226
1.12,G,VS1,60.5,56,Ideal,GIA,8229
1.22,G,VS2,62.2,58,Excellent,GIA,8229
1.22,G,VS2,60.4,58,Excellent,GIA,8229
1.03,F,VS2,62.3,56,Excellent,GIA,8229
1.52,H,SI2,59.8,58,Excellent,GIA,8230
1.3,F,SI1,60.8,58,Very Good,GIA,8231
1.51,H,SI2,60.2,59,Excellent,GIA,8232
1.12,H,VVS2,62.2,56,Excellent,GIA,8459
